T1C1,T1C2,T1C3,T1C4,T1C5,T2C1,T2C2,T2C3,T2C4,T2C5,W1,W2,W3,W4,W5,GD,WL
Chogath,Kayn,Orianna,Samira,Xerath,Mordekaiser,Graves,Taliyah,Tristana,Karma,48.53,50.82,45.17,52.04,50.79,-10755,200
Darius,Viego,Lux,Kaisa,Leona,Kennen,Amumu,Cassiopeia,Vayne,Pyke,44.34,45.91,46.9,50.48,49.91,-3207,200
Yuumi,Kayn,Xerath,Jinx,Soraka,Yorick,Elise,Fizz,Senna,Ashe,50,53.97,50.83,50,49.0,-11460,200
Renekton,Darius,Katarina,Jinx,Nautilus,Gnar,Graves,Diana,Lucian,Bard,49.7,50,47.82,52.56,52.44,-9068,200
Akali,LeeSin,Varus,Quinn,Bard,Riven,Teemo,AurelionSol,Caitlyn,Neeko,38.12,50,50,50,52.99,-12194,200
Quinn,Graves,Hwei,Varus,TahmKench,Riven,Shyvana,Tristana,Vayne,Lux,62.75,46.53,51.8,52.0,54.95,-10424,200
Chogath,Sion,Gragas,Karthus,LeeSin,AurelionSol,Vi,Briar,Kaisa,Thresh,50,50,50,50,50,-4673,200
Darius,Rammus,Brand,Jinx,Velkoz,Kled,Vi,Ziggs,Tristana,JarvanIV,51.71,51.37,55.93,52.58,50,14910,100
Mordekaiser,Briar,Lux,Draven,Senna,Malphite,Volibear,Pantheon,Lucian,Shen,55.05,47.31,49.09,48.9,50,189,200
Volibear,LeeSin,Anivia,Ezreal,Hwei,TahmKench,XinZhao,TwistedFate,Caitlyn,Nami,56.36,47.18,51.77,47.21,47.69,1512,100
Fiora,Warwick,Azir,Smolder,Swain,Nasus,Nocturne,AurelionSol,Ziggs,Lux,48.15,57.89,43.02,50,45.26,11408,100
Sett,Khazix,Katarina,Kaisa,Lux,Kayle,Zyra,Malzahar,MissFortune,Morgana,46.77,50,49.48,51.3,53.6,-9626,200
Ziggs,Warwick,Ahri,Jhin,Nautilus,Yorick,Nocturne,Malzahar,Draven,Thresh,50,57.89,51.0,53.8,48.65,-8702,200
Ornn,Udyr,Katarina,Lucian,Nautilus,Sion,Kindred,Yasuo,Kaisa,Blitzcrank,53.97,47.6,46.41,50,49.18,4060,100
Sion,LeeSin,Leblanc,Caitlyn,Zyra,Aatrox,Zed,Velkoz,Twitch,Veigar,42.25,53.06,50,50.76,50,-750,100
Malphite,Shyvana,Malzahar,Jinx,Yuumi,Gragas,Briar,Kassadin,Xayah,Sona,46.04,57.53,50.47,53.11,44.19,-12914,200
KSante,Graves,Ahri,Caitlyn,Morgana,Teemo,Viego,Ziggs,Ezreal,Zyra,45.24,47.99,45.45,52.76,43.75,11553,100
Kayn,Kindred,Azir,Jhin,Nautilus,Warwick,Volibear,Pantheon,Jinx,Zyra,50,46.11,48.39,48.85,51.01,-11826,200
Chogath,MasterYi,Annie,KogMaw,Nunu,Teemo,Nocturne,Corki,Jhin,Alistar,48.31,45.6,64.44,47.73,50,-1129,100
Sion,Amumu,Tristana,Jinx,Sona,Warwick,Viego,Vex,Jhin,Pyke,45.95,54.09,48.97,51.13,50.43,8360,100
Garen,Shen,Veigar,Aphelios,Ahri,Yorick,Nidalee,Kayle,Ashe,Pyke,56.29,43.48,45.9,45.15,50,4234,100
Urgot,Viego,Malphite,Kaisa,Lux,Malzahar,Gragas,Pantheon,Kalista,Seraphine,50,48.82,50,48.91,49.89,-9382,200
Tryndamere,Viego,Leblanc,MissFortune,Nautilus,Nasus,Nocturne,Brand,Lucian,Senna,54.31,49.83,51.13,53.29,52.07,-4196,200
Mordekaiser,Khazix,Kassadin,Jhin,Maokai,Singed,Diana,Anivia,Ashe,Blitzcrank,47.0,48.94,44.14,49.71,49.06,7763,100
Sion,Kindred,LeeSin,Ashe,Amumu,Singed,Vi,Ezreal,Kaisa,Thresh,51.43,53.77,50,50,45.59,11041,100
Mordekaiser,Nocturne,Corki,Varus,Soraka,Ornn,Evelynn,Ahri,Lucian,Blitzcrank,54.6,55.56,45.93,47.37,46.89,14012,100
Amumu,Yone,Katarina,Ezreal,Shaco,Mordekaiser,Lillia,Jayce,Caitlyn,Pyke,50,50,50.2,47.21,47.18,-11767,200
DrMundo,Volibear,Malzahar,Caitlyn,Lux,Garen,LeeSin,Jhin,Kaisa,Pantheon,46.52,54.7,50,50,54.9,-4406,100
Malphite,Nunu,Anivia,Jinx,Lux,Kayle,Shaco,Syndra,Vayne,Pyke,50.17,51.11,54.97,54.41,47.58,-9693,200
Urgot,Viego,Veigar,Sivir,Lux,Yone,Skarner,Kayle,Tristana,Zoe,54.15,48.57,45.9,47.44,50,16950,100
Jax,Shaco,Akali,Vayne,Shen,Malphite,XinZhao,AurelionSol,Jhin,Pyke,49.15,47.77,53.17,46.43,38.1,-16046,200
Darius,MasterYi,Xerath,Lucian,Milio,Urgot,Kindred,Akali,Jhin,Velkoz,51.17,49.12,52.89,49.05,50,4454,100
Volibear,Nocturne,Ahri,Nasus,Yorick,Urgot,Nunu,Orianna,Ashe,Thresh,42.37,46.15,49.5,50,50,1703,100
Yasuo,Maokai,Fizz,Jhin,Nami,Irelia,Rammus,Orianna,Twitch,Skarner,50,50,57.23,49.83,49.57,10996,100
Mordekaiser,XinZhao,Ahri,Yasuo,Orianna,Yorick,Diana,Talon,Lux,Pyke,43.45,50,48.47,50,50,11709,100
Fiora,Khazix,Akshan,Kaisa,Shen,Ornn,Nunu,Zed,Jinx,Nautilus,56.4,51.3,53.16,46.28,50.62,-6755,200
Mordekaiser,Briar,Chogath,Samira,Ivern,Leblanc,Hecarim,Talon,Jhin,Morgana,50,50.29,50,49.47,50,14149,100
Camille,Kindred,Fizz,MissFortune,Shen,Kayle,Hecarim,Akshan,Aphelios,Sona,48.49,49.33,41.01,52.36,50,13329,100
Jax,Taric,AurelionSol,Lucian,Nami,Garen,Udyr,Akshan,Sivir,Morgana,50.76,50,45.41,51.21,55.35,-9831,200
Akshan,Ivern,Yasuo,Jhin,Brand,Fiora,MasterYi,Lissandra,Smolder,Morgana,57.35,54.55,50,56.55,58.43,-5527,200
Garen,LeeSin,Naafiri,Jhin,Skarner,Volibear,Vi,Akali,Caitlyn,Ashe,52.1,47.62,54.95,51.45,54.05,12896,100
Irelia,Khazix,Swain,Draven,Soraka,MonkeyKing,Ekko,Tristana,Ezreal,Zyra,43.53,50.56,54.69,51.89,52.48,11690,100
TahmKench,Ivern,Lucian,Jinx,Karma,Kayle,Vi,Leblanc,Aphelios,Thresh,52.05,50.22,50,54.93,45.67,10250,100
Quinn,Sett,Galio,Jhin,Zyra,Renekton,Viego,Akshan,Ziggs,Veigar,58.72,58.82,52.81,52.63,50,15816,100
Illaoi,Belveth,Viktor,Jhin,Zyra,Poppy,Rengar,Smolder,Draven,Thresh,48.05,47.19,50,53.8,49.84,7058,100
Urgot,Amumu,Katarina,Jhin,Blitzcrank,Yorick,Lillia,Malphite,Lucian,Thresh,52.54,45.32,45.18,50.95,51.41,-10522,200
Sion,Shyvana,Nidalee,Twitch,Nautilus,Fiora,Khazix,Vladimir,Ezreal,Velkoz,53.22,50,50,56.16,50,-13801,200
Volibear,Vi,Malzahar,Caitlyn,Camille,Jax,Viego,Karthus,Kaisa,Pyke,48.48,46.29,50,50,49.24,-16571,200
Fiora,Viego,Hwei,Kaisa,Leona,Tryndamere,Lillia,Zoe,Twitch,Velkoz,46.39,48.64,44.63,51.18,50,11304,100
Shen,Karthus,Lux,Draven,Rell,Darius,Shyvana,Zoe,Caitlyn,Sett,52.03,52.87,46.86,46.81,50,3560,200
Karma,Nidalee,Ahri,Ashe,Nautilus,RekSai,Brand,TwistedFate,Caitlyn,Alistar,50,51.22,48.12,51.28,45.11,-9431,200
Urgot,Zed,Xerath,Caitlyn,Lux,Trundle,Amumu,Akali,Kaisa,Leona,39.82,48.39,52.89,50,50.51,3632,100
Yorick,Brand,Veigar,Twitch,Zyra,Kaisa,Graves,Kassadin,Jhin,Xerath,50,47.19,49.79,50.17,50.78,6776,100
Mordekaiser,Ekko,AurelionSol,Jinx,Shaco,Katarina,Warwick,Irelia,Lucian,Ornn,50,51.69,47.69,52.56,50,9681,100
Riven,Khazix,Malzahar,Ezreal,Senna,Ornn,Gwen,Zoe,Jinx,Leona,49.65,55.36,52.73,45.43,44.34,-6972,200
Kled,LeeSin,Azir,Jinx,Velkoz,Darius,Skarner,Yasuo,MissFortune,Nautilus,49.15,45.31,49.42,52.57,53.12,-8463,200
Yone,Khazix,Malzahar,Ezreal,Lux,Darius,Garen,Pantheon,Ashe,Rell,44.62,50,63.16,42.09,47.88,-7252,200
TwistedFate,LeeSin,Yone,Jinx,Leona,Camille,FiddleSticks,Naafiri,Aphelios,Sett,47.91,50,52.83,54.93,50,12466,100
Darius,LeeSin,AurelionSol,Xayah,Leona,Kindred,Viego,Brand,Jhin,Lux,50,48.98,53.19,44.24,49.49,-11543,200
Aatrox,Gragas,Ahri,Nilah,Bard,Udyr,Kayn,Diana,Lucian,Pantheon,47.16,50.0,49.3,48.06,62.96,-9553,200
TwistedFate,Jax,Talon,Akshan,Janna,Skarner,Viego,Xerath,Xayah,Sona,57.54,49.62,57.02,50,47.95,8965,100
DrMundo,Briar,Hwei,Jinx,Seraphine,Nasus,FiddleSticks,Katarina,Smolder,Alistar,51.65,50,47.98,59.93,60.71,5274,100
Mordekaiser,Hecarim,Yasuo,KogMaw,Alistar,Aatrox,Evelynn,Irelia,Varus,Leona,50.15,49.07,50,50.5,50.97,-4736,200
Sett,Graves,Syndra,Jhin,Blitzcrank,Volibear,XinZhao,Lux,Draven,Rakan,50.0,46.01,46.95,53.8,44.53,-16436,200
Camille,Diana,Talon,Jinx,Lux,Chogath,Karthus,Veigar,Lucian,Nami,50,50.56,49.09,52.56,49.14,6369,100
Urgot,LeeSin,Malzahar,Senna,Zilean,Renekton,MasterYi,Pantheon,Kaisa,Blitzcrank,53.02,54.34,63.16,50,50,10901,100
Tryndamere,LeeSin,Hwei,Jinx,Brand,KSante,Ivern,Akali,Kaisa,Anivia,57.04,45.85,51.16,50,50,10337,100
Ornn,Kayn,Ahri,Jhin,Braum,Mordekaiser,Graves,Xerath,MissFortune,Pyke,45.78,50.82,52.14,51.57,48.54,11506,100
Renekton,Amumu,Viktor,Twitch,Lulu,Heimerdinger,Rengar,Xerath,Caitlyn,Janna,50.0,53.03,50.87,49.32,49.54,-10814,200
Fiora,Nunu,Diana,Kaisa,Lux,KSante,LeeSin,Akshan,Varus,Zyra,59.62,53.87,50.24,52.28,52.88,7603,100
Yorick,RekSai,Zed,MissFortune,Lulu,Renekton,Nocturne,Lissandra,Samira,Lux,50.0,51.61,52.35,49.66,50.49,-15699,200
Teemo,Udyr,Diana,Jinx,Maokai,Aatrox,Lillia,Illaoi,Smolder,Brand,56.42,51.77,50,59.93,48.61,11872,100
Kayle,Graves,Akali,Tristana,Galio,Teemo,Viego,Ahri,Vayne,Braum,39.06,47.99,50.65,52.85,44.64,1627,100
Darius,Khazix,Lux,Yasuo,Janna,Vayne,Evelynn,Veigar,Ashe,Lulu,46.34,54.21,54.19,50,50.46,-11570,200
Yorick,Nocturne,Annie,Varus,Taric,Gnar,Vi,Malzahar,Draven,Zyra,54.9,49.54,53.33,48.81,58.14,3747,100
Riven,Shaco,Zed,Draven,Nautilus,Akali,Skarner,Vladimir,Samira,Karma,62.7,47.95,49.69,47.07,55.53,-5908,200
Garen,Lillia,Qiyana,Samira,Thresh,Warwick,Chogath,Velkoz,Lucian,Lulu,46.23,50,50,50.68,52.55,17241,100
Ashe,Jax,Sylas,Jhin,Pyke,Irelia,Mordekaiser,Jayce,Twitch,Soraka,50,50,52.36,49.83,51.56,-14729,200
Nasus,Karthus,Yone,Ashe,Xerath,Sett,Briar,Ahri,Xayah,Lux,46.11,51.9,48.93,58.14,51.47,12608,100
Garen,Shaco,Brand,Caitlyn,Senna,Darius,Lillia,Ahri,MissFortune,Lux,46.86,49.56,50.64,50.76,49.4,10504,100
Mordekaiser,Udyr,Anivia,Xayah,Nautilus,Yone,Skarner,Lux,Jhin,Lissandra,46.27,54.94,50.0,44.24,50,-6731,200
Malphite,Khazix,Ahri,Draven,Soraka,Ornn,Vi,Yasuo,Jhin,Leona,47.06,53.8,48.78,46.21,48.35,-4339,200
Yorick,Mordekaiser,Zed,Ahri,Milio,Shen,Lillia,Kassadin,Teemo,Hwei,44.03,50,56.93,50,55.89,13305,100
Udyr,Gragas,Malphite,Jhin,Soraka,Kayle,MasterYi,TwistedFate,Lucian,Milio,50.0,49.33,47.27,50.95,51.04,-4715,200
Vladimir,Diana,Syndra,Kaisa,Senna,Aatrox,TahmKench,Xerath,Ashe,Skarner,49.29,50,46.35,46.48,36.73,-15269,200
Mordekaiser,Diana,Akali,Jhin,Senna,Sett,FiddleSticks,Naafiri,Caitlyn,Lux,50.92,50,44.32,51.45,49.4,10958,100
Malphite,Khazix,Karma,Twitch,Sett,Tryndamere,Volibear,Sylas,Aphelios,Brand,51.01,43.97,60.71,55.45,50,11843,100
Renekton,Rammus,Annie,Jinx,Shaco,Darius,Graves,Ahri,MissFortune,Rakan,52.23,53.8,50.21,52.57,44.74,-13161,200
Trundle,Garen,Kennen,Smolder,Xerath,Jayce,Hecarim,Veigar,Draven,Rengar,56.0,50,43.33,46.73,50,10397,100
Gragas,LeeSin,Malphite,Jhin,Milio,Sylas,Khazix,Orianna,Xayah,Poppy,41.07,50,50.48,55.76,46.12,-1706,100
Camille,LeeSin,Akshan,Caitlyn,Pyke,Warwick,Nocturne,Akali,Lucian,Heimerdinger,49.2,48.84,55.51,52.08,50,-11494,200
Chogath,XinZhao,Zed,Zeri,Zyra,Riven,JarvanIV,Shen,Vayne,Brand,50.65,50,50,43.55,49.13,-632,100
Jayce,Ekko,Yasuo,Smolder,Braum,DrMundo,Khazix,Anivia,Jhin,Sona,47.25,50,50,43.45,46.51,8620,100
Mordekaiser,MasterYi,Qiyana,Zeri,Lulu,Illaoi,LeeSin,Ahri,Ashe,Zyra,51.11,45.66,51.06,45.68,52.61,12034,100
KSante,Lillia,Lux,Jhin,Hwei,Garen,Diana,Fizz,Jinx,Milio,41.21,48.23,50.2,48.85,44.11,-8558,200
Vayne,Viego,Hwei,Samira,Nautilus,Yorick,Karthus,Ekko,Tristana,Seraphine,53.33,47.5,48.34,52.04,47.33,-14077,200
Senna,MasterYi,Brand,Kalista,Leona,Quinn,Gwen,Teemo,Nilah,Neeko,50,50,50,51.11,51.63,11573,100
Garen,Zac,Yasuo,Jhin,Brand,Gragas,Khazix,Ahri,Twitch,Lux,49.69,50,50,49.83,41.56,494,100
Rumble,XinZhao,Viktor,MissFortune,Zac,Warwick,Belveth,Lux,Twitch,Soraka,49.49,50,47.12,48.29,52.46,19235,100
Shen,Nunu,Yone,Ezreal,Rakan,Teemo,Viego,Ahri,Kaisa,Galio,53.92,53.5,48.93,50,51.96,10447,100
Sett,Kindred,TwistedFate,Jinx,Morgana,Renekton,Ekko,Akshan,Twitch,Leona,47.15,48.02,50.66,50.19,49.69,7887,100
Trundle,Viego,Zoe,Smolder,Milio,Darius,Volibear,Vex,Ezreal,Shaco,42.37,50.17,57.94,47.15,57.94,6813,100
Garen,Skarner,Veigar,Kaisa,Neeko,Darius,Sejuani,Lux,Vayne,Shaco,46.86,51.12,45.81,50.48,42.86,3962,100
Sylas,Viego,Yone,Smolder,Bard,Pantheon,LeeSin,Akali,Samira,Nautilus,50,50.99,45.98,43.34,47.66,-5471,200
Yasuo,LeeSin,AurelionSol,Varus,Morgana,Kayle,Amumu,Leblanc,Tristana,Nautilus,50,48.82,50,48.28,52.69,584,100
Garen,Twitch,Malzahar,LeeSin,Nautilus,Kayle,Volibear,Yone,MissFortune,Seraphine,44.31,50,47.25,50,47.33,-11176,200
Ornn,Nunu,Corki,Jinx,Nami,Gragas,Kindred,Talon,Senna,Xerath,45.83,45.49,48.18,50,50.45,-10874,200
Shen,Skarner,Annie,Jinx,Karma,Sett,FiddleSticks,Yone,Vayne,Nami,47.61,50,57.41,54.41,49.54,-7651,200
Maokai,MasterYi,Lux,Kaisa,Karma,Yasuo,Vi,Talon,Vayne,Sona,50,47.84,51.85,50.48,46.38,7317,100
Kayle,LeeSin,MasterYi,Senna,Alistar,Mordekaiser,Nidalee,Irelia,Yasuo,Nautilus,53.42,48.64,50,50,54.89,-11075,200
Mordekaiser,MasterYi,Ezreal,Vayne,Nami,Volibear,Nocturne,Yasuo,Neeko,Maokai,52.83,45.6,50.0,50,49.66,-10533,200
Camille,Graves,Ekko,Lucian,Morgana,Kayle,MasterYi,Irelia,Twitch,Janna,48.49,53.13,48.7,48.53,47.32,-281,200
Fiora,Viego,Leblanc,Caitlyn,Leona,Singed,MasterYi,Jayce,Seraphine,Karma,43.88,51.48,53.65,46.72,56.21,-6924,200
Yorick,Zac,Naafiri,MissFortune,Karma,Tryndamere,Ekko,Sylas,Caitlyn,Pantheon,44.95,51.79,56.16,49.28,45.54,-12892,200
Darius,Diana,Swain,Kalista,Yuumi,Gnar,Nocturne,Lux,MasterYi,Seraphine,49.51,49.49,49.38,50,54.04,8921,100
Renekton,Graves,Hwei,Caitlyn,Brand,TwistedFate,Nocturne,Irelia,Veigar,Leona,49.73,51.49,46.13,50,45.45,-13982,200
KSante,Skarner,Viktor,Jhin,Sona,Rammus,Nunu,Leblanc,Kaisa,Senna,50,52.05,50,50,50.0,5171,100
KSante,Volibear,Lux,Sivir,Blitzcrank,Chogath,LeeSin,Syndra,Kaisa,Pyke,50,54.7,53.05,50,48.92,6609,100
Urgot,Viego,Yone,Ezreal,Zyra,Darius,MasterYi,Akali,Kaisa,Karma,48.96,51.48,45.98,50,48.09,11966,100
Riven,Belveth,Leblanc,Caitlyn,Lux,Diana,Mordekaiser,Hwei,Ziggs,Ashe,50,50,50.09,49.64,55.12,10875,100
Trundle,Evelynn,Katarina,Twitch,Lux,Jax,Viego,Yone,Caitlyn,Shaco,40.76,50.91,56.31,49.32,53.0,-2829,200
Fiora,Skarner,Vladimir,Jhin,Senna,Sion,Shyvana,Leblanc,Draven,Blitzcrank,46.76,54.29,50,53.8,44.01,5291,100
Sett,Ekko,Ziggs,Lucian,Nami,TahmKench,Vi,Orianna,Jhin,Rakan,47.27,52.51,50,49.05,51.46,-12419,200
Aatrox,Taliyah,Kassadin,Ashe,Rell,TahmKench,Vi,TwistedFate,Jinx,Pantheon,52.17,55.21,47.99,49.97,51.33,7836,100
Riven,Evelynn,AurelionSol,Caitlyn,Karma,Sett,Shaco,Cassiopeia,Jinx,Nautilus,51.9,47.28,46.47,48.87,44.47,14873,100
Aatrox,Pantheon,Yasuo,Karthus,Velkoz,Rumble,Briar,Akshan,Jhin,Alistar,52.68,50,50,53.18,56.25,-9331,200
Nasus,Warwick,Akali,MissFortune,Janna,Urgot,MasterYi,TwistedFate,Jinx,Poppy,38.46,50.45,46.11,47.43,44.88,9217,100
Garen,Ekko,Galio,Samira,Pantheon,Belveth,Warwick,Ahri,Tristana,Leona,50,51.69,51.25,52.04,43.37,-11479,200
DrMundo,Lillia,Yasuo,Jinx,Lux,Camille,Zac,Xerath,Jhin,Senna,47.78,56.61,50,51.13,50.6,9642,100
Mordekaiser,LeeSin,Katarina,MissFortune,Lulu,Udyr,Belveth,Veigar,Ezreal,Amumu,51.04,50,51.18,51.88,50,3573,100
Chogath,Diana,Fizz,Ezreal,Nami,Riven,MonkeyKing,Karthus,Draven,Zyra,50.65,50.96,50,47.91,52.06,12332,100
Gwen,Warwick,Sylas,Jhin,Zyra,Sett,Nocturne,Kayle,Yasuo,Alistar,54.52,57.89,61.31,52.12,52.07,-12441,200
Irelia,Shaco,Katarina,Jinx,Morgana,Malphite,Viego,Diana,Jhin,Taric,50.62,52.89,47.82,51.13,42.7,6934,100
Kayle,Kindred,Malzahar,Kaisa,Pyke,Akshan,Amumu,Brand,Jhin,Milio,41.94,46.0,46.15,49.01,50.99,-5435,200
FiddleSticks,Shyvana,Akali,Lucian,Rakan,Fiora,Karthus,Azir,Corki,Braum,50,46.72,54.25,49.95,51.13,6531,100
Ornn,Brand,Pantheon,Jhin,Lux,Sylas,Udyr,Zed,Zeri,Morgana,43.64,48.17,49.23,53.06,53.6,-3426,200
Urgot,Kayn,Twitch,Jhin,Swain,Mordekaiser,Diana,Veigar,Ezreal,Brand,51.21,48.14,50,56.18,44.44,-15937,200
Quinn,Shaco,Karma,Smolder,Senna,Rumble,MonkeyKing,AurelionSol,Samira,Leona,46.27,50.75,38.0,43.34,44.34,-14058,200
Kayle,Maokai,AurelionSol,Varus,Lulu,Kled,Shyvana,Cassiopeia,Zeri,Blitzcrank,53.77,50,46.47,48.72,45.94,16249,100
Ashe,Graves,Corki,Aphelios,Blitzcrank,Kennen,Briar,Ekko,Twitch,Hwei,50,55.86,38.06,44.38,54.15,-7693,200
Malzahar,Kayn,Mordekaiser,Sivir,Lucian,MonkeyKing,Kindred,Akali,Tristana,Nami,50,39.91,53.57,47.44,50,18146,100
TwistedFate,Khazix,Sylas,Ashe,Shaco,Pantheon,Hecarim,Akali,Jinx,TahmKench,59.32,50.52,50.71,49.97,50,-10407,200
Garen,Karthus,Katarina,Twitch,Seraphine,Briar,Shaco,Jayce,Veigar,Poppy,50,53.48,50.2,50,46.94,-6372,200
Nasus,Sylas,Naafiri,Renata,Draven,Aatrox,Rengar,Lissandra,Jinx,Shen,42.99,48.08,30.77,50,50,-14507,200
Gwen,Viego,Ekko,Twitch,Yuumi,DrMundo,MasterYi,Galio,Samira,Shen,61.67,51.48,49.19,49.58,50,-5619,200
Renekton,FiddleSticks,Yasuo,KogMaw,Braum,DrMundo,Ekko,Galio,Kaisa,Karma,43.64,50,50,50,51.84,-13770,200
Vayne,Viego,Diana,Jinx,Xerath,Mordekaiser,RekSai,Swain,Caitlyn,Blitzcrank,56.42,47.93,36.84,51.09,45.19,-7487,200
Illaoi,Gragas,Jayce,Varus,Janna,Mordekaiser,Kayn,Yone,Ezreal,Lux,49.04,50.0,54.08,48.47,51.57,-9322,200
Nasus,Sejuani,Malzahar,Vayne,Karma,Mordekaiser,Briar,Galio,Draven,Shaco,48.04,52.07,44.79,45.62,48.11,-12438,200
Darius,Nidalee,Draven,Senna,Lulu,Sion,Graves,Karma,Ashe,Thresh,53.04,55.75,50,42.86,47.45,-8671,200
Kennen,Skarner,Garen,Samira,Nautilus,Volibear,Amumu,AurelionSol,Smolder,Renata,50.0,51.25,50.0,56.66,50,-12421,200
Maokai,Kayn,Poppy,Vayne,Milio,Gwen,MasterYi,Yasuo,Samira,Blitzcrank,50,43.85,50,47.0,45.86,11008,100
Garen,Viego,AurelionSol,Nilah,Nami,Volibear,XinZhao,Zed,Sivir,Morgana,52.1,50.59,43.76,59.55,55.35,11154,100
Urgot,Taliyah,Akali,Caitlyn,Bard,Yorick,Nocturne,Pantheon,MissFortune,Brand,52.54,46.15,42.34,50.76,53.03,-6774,200
Lillia,Shaco,Yone,Swain,Leona,Kayle,Kayn,Syndra,Jhin,Bard,50,51.64,47.69,48.77,49.48,9531,100
Aatrox,Belveth,Singed,Ashe,Milio,Gragas,Graves,Akali,Twitch,Trundle,49.36,53.42,50,47.72,50,8153,100
TahmKench,Khazix,Ahri,Kaisa,Janna,Pantheon,Viego,Brand,Senna,Thresh,58.33,49.25,49.36,50,48.29,-2760,200
Trundle,Elise,Yone,Jhin,Zyra,Gragas,Kindred,Taliyah,MissFortune,FiddleSticks,42.31,56.62,42.3,51.57,50,-14836,200
Warwick,Diana,KogMaw,Varus,Zilean,Chogath,Kindred,Kassadin,Ezreal,Thresh,50,48.87,50,48.47,50,15510,100
Fiora,Hecarim,Azir,KogMaw,Nami,Kayle,Skarner,Heimerdinger,Jhin,Leona,51.96,50.21,50,47.73,46.81,10419,100
Darius,Karthus,Lux,Lucian,Swain,Aatrox,Kindred,Katarina,Vayne,Nautilus,51.59,50.93,49.3,53.1,52.12,-9006,200
Trundle,Kayn,Fizz,Corki,Lux,Malphite,Volibear,Galio,Jhin,Swain,51.06,45.3,51.07,47.56,54.74,3182,100
Poppy,Khazix,Akali,Caitlyn,Lux,Cassiopeia,Shaco,Yasuo,Swain,Leona,50,43.76,50.91,50,50.51,-12204,200
Tryndamere,Kindred,Katarina,Jinx,Velkoz,Volibear,Lillia,Ahri,Zeri,Ashe,48.48,51.2,50.35,53.92,48.33,-5090,200
Riven,Viego,Akali,Ezreal,Velkoz,Lillia,Briar,Galio,Jinx,Brand,50,52.11,41.43,45.43,59.38,11587,100
Kayle,MonkeyKing,Ryze,Jinx,Malphite,Darius,Hecarim,Malzahar,Ashe,Sona,55.33,47.79,51.54,50.01,50,4643,100
Karma,Kayn,Olaf,Ashe,Sona,Zac,Udyr,Sylas,Lucian,Nami,50,49.57,50,54.51,51.55,-11633,200
Malzahar,XinZhao,Annie,Lucian,Rakan,Tryndamere,Warwick,Sylas,AurelionSol,Brand,50,50,44.44,50,51.39,-8277,200
Aatrox,Udyr,Veigar,Draven,Janna,Ornn,Shaco,Akali,Ezreal,Lux,50.26,55.41,52.16,51.89,51.57,2048,100
TwistedFate,Elise,Leblanc,Smolder,Rakan,Mordekaiser,Vi,Fizz,Varus,Karma,51.41,53.01,53.88,41.51,53.69,-14164,200
Malphite,MasterYi,Viktor,KogMaw,Thresh,Garen,Shaco,Sylas,Smolder,Hwei,49.6,43.3,47.77,53.39,52.71,-7135,200
Camille,Graves,Akshan,Swain,Ashe,Teemo,XinZhao,Brand,MissFortune,Karma,50.36,46.01,49.18,44.44,51.45,13314,100
Ornn,Yasuo,Sylas,Tristana,Thresh,Darius,Khazix,Syndra,Twitch,Yuumi,51.03,50,50.78,51.09,55.86,12881,100
Darius,Diana,Malphite,Smolder,Hwei,DrMundo,Ekko,Fizz,Caitlyn,Janna,47.5,44.96,41.1,42.73,46.53,10820,100
Karthus,FiddleSticks,Brand,Ezreal,Morgana,Mordekaiser,XinZhao,Galio,Jinx,Leona,50,50,47.56,45.43,49.69,-8518,200
Kled,Amumu,Zoe,Ashe,Nami,Aatrox,Hecarim,Akshan,Jhin,Yuumi,54.31,54.3,46.78,50.29,53.69,9098,100
Zac,Viego,Akshan,Karthus,Senna,Aatrox,RekSai,Malphite,Jhin,Pyke,55.15,47.93,52.6,53.18,44.74,4254,100
Pantheon,Diana,Viktor,Jinx,Braum,Shen,Viego,Ziggs,Varus,Renata,47.47,46.53,49.23,54.57,50,8777,100
Aatrox,Poppy,Velkoz,Kaisa,Lux,Fiora,Briar,Fizz,Twitch,Nami,46.84,59.09,50.0,51.18,49.14,-9366,200
Garen,Skarner,Vex,Smolder,Neeko,Trundle,RekSai,Veigar,Ezreal,TahmKench,45.03,53.18,56.16,47.15,50,-10911,200
Jax,Hecarim,Talon,Draven,Thresh,Nasus,LeeSin,Kayle,Varus,Ashe,43.8,49.42,40.0,51.32,54.35,11761,100
Renekton,Graves,Corki,Ezreal,Thresh,Malphite,Belveth,Swain,Zeri,Brand,51.13,50,51.56,50.43,48.88,-8018,200
Darius,LeeSin,Azir,Draven,Nautilus,Aatrox,Khazix,Orianna,MissFortune,Morgana,51.59,50,46.47,45.52,47.31,5662,100
Ornn,Kayn,Brand,Nilah,Pantheon,Nasus,MasterYi,Ekko,Ivern,Rengar,56.52,43.85,51.7,50,50,9695,100
Sion,Graves,Galio,Samira,Thresh,Fiora,Brand,Yone,Senna,Zac,53.22,52.81,59.53,50,49.34,6504,100
Renekton,Evelynn,AurelionSol,Jinx,Braum,Garen,Nasus,Ahri,KogMaw,Nautilus,43.96,50,45.92,52.24,53.0,13019,100
Nasus,Diana,Lux,Ashe,Braum,Camille,Viego,Sylas,Aphelios,Zyra,44.73,46.53,50.42,54.87,51.34,4750,100
